s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120,s121,s122,s123,s124,s125,s126,s127,label
17656.8262,17901.4434,17746.3047,17973.0293,17817.0488,17861.1191,17864.0391,17813.6094,17780.6191,17734.8437,17769.8672,17834.0918,17811.1992,17850.6543,17686.9531,17739.2363,17772.2891,17773.2285,17821.9316,17966.252,17841.0312,17783.6035,17627.2793,17774.332,17667.9375,17760.832,17804.6523,17726.9863,17757.4258,17708.3301,17792.1777,17705.2031,17793.2949,17782.3691,17613.0176,17718.6016,17733.6582,17741.582,17763.5,17720.9043,17899.0781,17653.6328,17747.4609,17844.0918,17797.5215,17694.584,17720.2832,17735.1113,17638.1133,17884.9355,17808.9082,17682.2012,17801.7109,17711.8125,17875.5078,17676.2285,17782.8379,17669.502,17712.7969,17730.043,17790.8555,17654.9668,17858.7305,17786.043,17788.0391,17788.0469,17572.7344,17788.1562,17812.8867,17763.3027,17743.9727,17593.252,17685.2812,17743.8809,17670.6562,17701.2715,17885.4531,17762.6309,17731.9258,17850.4961,17859.4316,17903.4668,17726.7285,17800.4336,17773.1641,17694.0469,17750.3496,17965.4805,17742.4355,17819.6055,17720.1426,17593.7812,17819.0625,17842.3223,17932.1973,17756.0117,17847.6562,17850.7812,17916.5039,17959.3789,17723.4492,17763.2305,17642.6426,17871.6738,17651.0156,17739.3301,17735.7695,17748.252,17741.0664,17708.7949,17753.5625,17783.4863,17641.4316,17867.1172,17797.5703,17864.8379,17737.3457,17913.5605,17751.2754,17910.0742,17767.9023,17854.8008,17689.8633,17713.3379,17760.2949,17881.5254,17764.4219,17552.0566,4
17826.4375,17712.0391,17716.7402,17773.5664,17857.4863,17770.4727,17729.6914,17925.8418,17673.8242,17642.7129,17738.3848,17878.0566,17633.0762,17776.6426,17695.5723,17677.0723,17623.3691,17758.0957,17861.6445,17729.752,17707.623,17808.4395,17732.8359,17798.8945,17752.4883,17766.0625,17918.9199,17734.7773,17803.5723,17794.6855,17701.2187,17670.7324,17725.2812,17806.2852,17769.0039,17872.5527,17954.873,17666.9004,17743.293,17766.1953,17667.6816,17738.4355,17755.0996,17897.9082,17808.375,17715.6504,17855.6348,17721.4336,17833.0176,17573.6758,17724.3496,17723.998,17872.877,17862.9785,17738.1875,17809.2832,17897.2266,17766.416,17784.3047,17886.8965,17758.5059,17748.8477,17745.7598,17780.1211,17631.5762,17864.0664,17831.6035,17978.0254,17817.1172,17736.6309,17696.209,17748.7695,17650.2461,17576.5488,17813.1855,17661.1719,17841.3535,17818.5273,17751.0937,17750.5605,17874.8047,17775.6191,17785.7734,17836.457,17738.7422,17672.0996,17890.4238,17881.2207,17800.4199,17856.6367,17785.8105,17727.2324,17793.2773,17726.1895,17671.7285,17725.4785,17752.7871,17719.4648,17750.4258,17665.9023,17731.5898,17753.2363,17683.8848,17630.2949,17709.9785,17868.6621,17740.3652,17744.3359,17744.4473,17864.9941,17646.2422,17806.3437,17794.7715,17677.5078,17671.1523,17792.1328,17706.5879,17745.2734,17783.416,17766.4512,17856.7344,17700.5547,17893.9961,17900.7012,17854.75,17725.7266,17853.709,17806.707,4
17708.7187,17853.0156,17740.2285,17796.8359,17777.6602,17874.1699,17691.0254,17710,17852.2344,17665.1152,17693.4648,17730.3887,17818.6914,17694.709,17636.0371,17795.5371,17909.502,17783.7988,17781.9043,17788.5508,17798.7266,17870.0117,17817.373,17853.5742,17640.3965,17708.0684,17813.1855,17766.7305,17938.1699,17878.2266,17654.1133,17673.4219,17777.8398,17718.248,17672.0488,17722.9902,17828.5234,17797.0371,17942.4375,17745.291,17675.5703,17660.6836,17562.6172,17684.7637,17708.5312,17749.6426,17803.7285,17689.8555,17855.6953,17951.9824,17645.7754,17766.9043,17726.0352,17732.0664,17744.8691,17842.8008,17938.498,17651.5391,17727.4434,17741.3105,17755.8789,17855.9785,17860.8984,17708.6133,17681.291,17748.9551,17790.1328,17794.7148,17725.957,17751.1797,17650.8984,17619.3164,17700.2285,17712.1113,17853.7461,17796.6836,17758.9258,17786.4551,17788.875,17825.3105,17899.9453,17798.1465,17699.4531,17780.3418,17756.5371,17769.2246,17677.0078,17763.7715,17738.7422,17588.8594,17779.1289,17835.9687,17805.6035,17725.043,17799.7852,17651.334,17886.8066,17819.9434,17718.8613,17777.4512,17851.7812,17759.8047,17752.6074,17738.6543,17638.373,17701.5059,17665.2441,17728.6836,17703.9336,17750.3027,17870.9062,17787.8652,17794.2227,17667.1172,17738.9844,17803.2383,17943.9785,17864.6914,17572.6016,17642.4414,17811.5371,17831.6152,17723.8027,17842.2344,17879.6914,17678.7578,17893.9941,17781.834,4
17762.1934,17925.6641,17606.9316,17757.0195,17758.8594,17845.7383,17847.4551,17671.9922,17535.3105,17796.543,17697.5723,17770.252,17787.1484,17695.3242,17632.4355,17646.6465,17800.834,17771.6934,17651.4355,17822.1152,17756.748,17754.0234,17769.3867,17639,17733.4238,17794.5996,17849.2578,17749.1406,17634.0684,17875.0488,17766.4941,17869.5703,17835.7637,17830.7637,17898.0352,17598.1582,17725.8418,17742.1348,17809.8066,17686.5762,17837.6055,17731.377,17702.5859,17748.7754,17731.8633,17543.2109,17728.7988,17800.7754,17669.668,17643.2148,17773.8418,17850.1543,17756.2734,17704.1758,17741.0625,17671.7344,17706.6582,17732.7344,17708.6992,17862.4805,17891.1934,17805.0469,17767.7852,17611.6504,17726.4023,17872.8574,17906.8633,17887.4219,17784.6348,17812.4609,17811.7266,17782.0332,17667.9512,17700.7363,17760.2109,17756.9785,17640.0371,17700.9277,17798.7637,17735.668,17769.3105,17739.5156,17773.6211,17858.2383,17867.418,17726.1543,17889.8574,17679.252,17733.2402,17815.6426,17893.2129,17639.0664,17917.3965,17819.4297,17788.5547,17676.9785,17817.3906,17701.6211,17791.9258,17904,17715.916,17938.498,17753.0078,17670.4102,17609.0742,17779.25,17784.9316,17890.9219,17820.0332,17713.8594,17714.4473,17725.5723,17854.3164,17686.6602,17730.2539,17623.1816,17694.291,17764.5957,17558.082,17772.2285,17727.7012,17637.8594,17784.1797,17962.9062,17658.3555,17838.2031,17749.1992,17810.3027,4
17834.8848,17695.293,17800.3887,17722.7246,17984.7344,17690.707,17765.4277,17843.7227,17795.0371,17812.1465,17804.6934,17657.3555,17644.6094,17776.6094,17755.9238,17690.5859,17757.5937,17807.9434,17725.5957,17855.4395,17725.0156,17776.5879,17783.5879,17738.9941,17773.5996,17782.7988,17848.1016,17912.5312,17945.6016,17738.6328,17760.002,17733.9395,17795.7285,17798.8203,17886.5664,17768.5762,17822.6738,17703.8984,17658.5078,17780.8789,17903.3516,17725.3086,17859.832,17680.4883,17825.6406,17796.0957,17750.998,17928.7285,17780.5977,17528.4395,17746.6855,17778.7266,17705.6211,17748.0156,17664.1445,17653.9766,17663.5664,17613.627,17855.4824,17787.9473,17823.7695,17834.8477,17702.7871,17771.2871,17746.5762,17736.957,17854.2441,17881.4902,17708.8711,17692.9473,17857.5937,17640.6094,17725.3633,17677.9707,17752.7793,17714.7461,17838.2227,17838.5547,17960.1973,17823.5254,17793.8125,17806.3437,17719.832,17791.8672,17848.0449,17794.1152,17747.0078,17638.9434,17797.6738,17931,17788.832,17800.7754,17854.0293,17756.2754,17825.2012,17821.1387,17890.7363,17883.123,17868.3418,17823.1895,17789.0469,17664.998,17713.373,17724.1348,17748.1699,17741.9102,17749.5977,17783.9512,17603.334,17789.043,17785.7832,17846.4473,17722.6016,17893.2676,17755.3223,17837.8418,17702.3359,17798.0996,17725.4336,17850.1875,17792.9863,17821.9902,17800.7266,17751.2324,17727.1875,17853.1055,17746.3691,17705.9609,4
17817.5898,17638.8633,17747.7949,17838.873,17804.5352,17757.4043,17861.2461,17638.0117,17637.1367,17874.7832,17722.4043,17818.0391,17814.4551,17735.9082,17903.3574,17805.2051,17773.4785,17727.3301,17758.4199,17882.8535,17763.5703,17732.2852,17730.1328,17796.6504,17942.3437,17638.6133,17613.3008,17693.9141,17756.7285,17754.9668,17649.7637,17841.4102,17625.084,17716.8262,17785.6836,17800.9297,17796.5098,17907.9902,17808.9531,17633.9414,17796.9316,17681.2715,17924.7695,17877.1758,17594.0879,17774.4609,17697.5547,17849.8281,17718.7598,17698.875,17657.6367,17725.6582,17659.2383,17806.9492,17677.6328,17765.4512,17829.3672,17781.1621,17837.916,17812.9238,17797.4375,17678.4102,17688.8711,17689.4102,17817.1582,17738.3105,17745.877,17860.834,17798.1523,17743.9629,17776.2324,17697.6094,17771.1426,17743.0957,17824.0391,17729.1855,17655.1465,17768.1641,17849.0625,17693.3105,17947.5664,17868.0664,17854.1641,17840.8926,18042.8105,17716.1074,17868.1191,17737.8125,17772.7344,17651.7734,17621.4102,17789.8164,17822.6973,17732.3887,17719.5488,17801.207,17753.4199,17731.8457,17820.084,17843.7246,17778.6777,17791.2051,17775.998,17833.0254,17710.4922,17725.4141,17841.8887,17749.0312,17779.2051,17767.6406,17702.4043,17642.2891,17811.459,17843.0684,17630.7324,17807.1504,17767.2891,17813.8652,17632.207,17795.0957,17845.3633,17591.0195,17883.4219,17697.6328,17776.4551,17667.9512,17858.3652,17831.4004,4
17767.6523,17796.7891,17798.0762,17765.0918,17840.5664,17903.7422,17769.9863,17810.9863,17845.0918,17616.7988,17934.6484,17838.3242,17813.3047,17821.6094,17822.1328,17664.8184,17837.4121,17733.6172,17694.1602,17721.6016,17895.5918,17759.2832,17665.6035,17700.668,17800,17814.9473,17744.5781,17769.125,17815.3281,17774.0879,17789.8828,17827.6582,17841.002,17673.7461,17827.5078,17917.2773,17940.7148,17887.2754,17595.041,17744.5566,17660.6328,17838.3066,17832.6328,17817.0547,17734.6758,17890.0996,17733.957,17749.7754,17818.8906,17670.7109,17845.3066,17890.3437,17878.3359,17807.0391,17546.2734,17743.5859,17846.832,17713.8145,17627.3105,17885.6855,17715.332,17881.8184,17765.4824,17801.5605,17977.4238,17703.1543,17721.2578,17667.7422,17789.8711,17769.5781,17835.416,17692.0605,17721.3496,17748.0508,17656.4043,17909.5586,17841.3047,17820.5742,17681.3398,17797.0273,17745.6289,17850.6387,17597.5645,17777.4375,17803.6172,17629.3047,17731.8281,17776.2637,17753.8496,17730.2266,17808.959,17826.2148,17792.7656,17787.3223,17853.3281,17741.6465,17758.9141,17748.377,17814.4629,17777.6953,17826.3984,17691.8164,17864.2285,17953.3223,17798.334,17763.5937,17725.7988,17796.9375,17748.1934,17812.3594,17674.5781,17883.1309,17668.6641,17754.6816,17735.7812,17707.1426,17822.3359,17756.3613,17840.8398,17835.3086,17647.0312,17767.1152,18035.0645,17696.666,17723.4121,17830.1816,17845.8848,17672.043,4
17757.5391,17755.1113,17763,17844.5898,17788.3437,17819.1953,17733.2773,17696.5352,17727.0469,17768.5645,17755.3105,17816.9824,17726.1348,17694.125,17714.6621,17965.1602,17847.3047,17801.6465,17730.8047,17726.0762,17774.707,17894.082,17811.834,17808.3789,17681.0156,17739.3789,17820.1484,17687.791,17618.625,17697.5469,17898.8965,17703.3301,17871.0352,17835.7852,17705.8418,17745.6465,18001.3984,17784.2637,17757.2012,17584.166,17672.6309,17767.8574,17608.8574,17858.0684,17728.0996,17903.5937,17835.0371,17980.8223,17742.2871,17636.7773,17771.8379,17792.7598,17814.3008,17923.8965,17675.834,17749.2324,17882.8418,17830.5234,17711.627,17804.6035,17834.1914,17777.127,17705.5684,17804.9062,17754.5371,17772.0078,17777.3945,17782.1367,17889.7617,17694.4766,17864.6758,17807.6367,17884.666,17808.3223,17830.1621,17602.1426,17685.3242,17731.6074,18005.1641,17901.9785,17663.4023,18008.0684,17955.6484,17813.9629,17693.4395,17762.0957,17573.9297,17786.4023,17747.8418,17800.3574,17881.7305,17706.752,17852.2793,17856.4902,17768.0371,17640.7793,17720.7988,17709.707,17851.1621,17573.6797,17724.3594,17713.6523,17743.2148,17874.1289,17885.4414,17909.7012,17749.5762,17945.6016,17770.9316,17895.5312,17788.8203,17747.7148,17692.3887,17759.7734,17758.2012,17767.377,17738.3848,17785.4785,17779.7031,17815.9785,17799.9297,17738.0977,17752.2246,17777.5449,17740.4355,17872.125,17734.4277,17919.5254,4
17771.9375,17812.0391,17792.2207,17628.8516,17843.373,17696.7949,17652.6035,17782.6758,17743.9551,17871.8457,17574.2031,17718.5723,17629.7988,17671.2988,17856.373,17625.6973,17865.0352,17798.1016,17763.5977,17802.6133,17810.1953,17769.1309,17823.4785,17733.6719,17774.1719,17710.4277,17767.5039,17823.6934,17747.5547,17725.3359,17841.7812,18091.8535,17739.1152,17825.1406,17812.1152,17812.3086,17852.8145,17796.8809,17833.0371,17712.3066,17882.5918,17744.8984,17717.0449,17646.3613,17762.1172,17853.8691,17756.4512,17825.8379,17703.8691,17711.0195,17690.7676,17703.9629,17695.3477,17835.5918,17601.9082,17803.7031,17668.6367,17795.5098,17771.9961,17890.7402,17697.2969,17841.7617,17883.9805,17844.0293,17802.6387,17826.8145,17726.457,17867.1738,17794.8398,17711.1953,17795.5977,17751.1016,17725.2246,17728.3066,17781.877,17671.6016,17677.5723,17672.0039,17739.1855,17712.8906,17812.918,17786.0508,17773.2227,17696.1602,17863.6816,17740.9609,17835.5664,17839.4512,17763.8125,17692.4805,17609.0273,17712.5176,17741.0723,17825.248,17696.4531,17688.8242,17814.7988,17808.2695,17765.3398,17620.873,17693.3691,17711.1992,17810.3125,17835.5586,17858.3125,17696.8789,17728.666,17759.8887,17566.2871,17777.3281,17647.1895,17610.209,17689.2676,17773.3301,17820.334,17716.6504,17697.1387,17738.9004,17732.7949,17640.8887,17793.6504,17786.0215,17767.7402,17704.0137,17740.4512,17603.5488,17907.4492,17750.8242,4
17711.4531,17731.043,17755.3125,17853.5879,17784.209,17607.4004,17897.7578,17842.0332,17673.3457,17727.457,17807.9199,17806.0918,17821.332,17750.2402,17584.5977,17759.8164,17719.5781,17920.375,17813.8555,17899.4551,17637.7227,17722.7852,17700.6172,17766.4434,17770.1387,17826.084,17660.8926,17679.3047,17635.8965,17845.7109,17786.4883,17671.5977,17778.4551,17832.7031,17813.7812,17795.2832,17775.0937,17814.4062,17706.957,17804.3203,17806.7012,17601.207,17873.4395,17803.459,17832.2227,17784.1816,17946.5781,17761.5898,17764.5859,17618.0898,17644.3711,17746.0625,17835.8359,17888.7598,17746.1309,17844.8477,17752.8516,17891.3848,17801.6953,17764.0078,17887.2168,17725.1348,17807.207,17716.5371,17725.3086,17907.5723,17958.0703,17826.6309,17753.5898,17561.3105,17926.6895,17862.6035,17807.4668,17845.0527,17791.4766,17859.916,17730.4355,17906.0918,17717.498,17573.0488,17659.7871,17757.9863,17829.916,17687.7539,17761.459,17945.0469,17780.0469,17889.6875,17752.9805,17812.4336,17852.8574,17939.7559,17733.5977,17809.5508,17681.6328,17678.5527,17897.4648,17874.3535,17756.209,17613.6172,17773.3887,17767.1641,17826.6875,17829.5371,17629.4785,17607.9668,17736.1016,17856.4883,17765.5879,17602.7812,17791.3398,17773.2402,17747.3027,17665.8066,17792.2617,17788.2363,17886.6113,17788.7031,17713.5137,17793.9961,17622.6309,17745.709,17881.5879,17774.0234,17743.3613,17746.0645,17820.3672,17893.9336,4
17974.6738,17656.6445,17697.8105,17942.1426,17757.7812,17853.5273,17650.1504,17827.291,17776.9746,17881.7871,17795.2656,17726.7383,17655.7129,17728.1719,17641.1523,17812.6699,17870.4824,17757.0293,17735.1328,17673.1406,17903.5371,17790.5742,17721.9863,17692.5137,17728.1094,17796.4902,17790.1562,17856.3789,17682.7754,17929.9766,17829.4082,17767.5469,17737.2598,17726.1152,17860.7324,17736.9004,17638.0273,17801.9687,17912.1719,17642.168,17782.6152,17568.1953,17732.7344,17783.3125,17820.1973,17671.7461,17840.7324,17597.7246,17877.2266,17724.9023,17715.5977,17743.6504,17715.3516,17797.7559,17872.5117,17746.0332,17813.6758,17764.332,17825.0137,17688.6289,17802.416,17947.8887,17743.4043,17838.6797,17662.5859,17762.9355,17649.6367,17700.0801,17665.334,17884.5703,17709.9785,17814.3848,17788.5918,17757.3105,17733.4336,17774.6602,17757.5215,17724.3652,17745.666,17694.957,17745.7676,17791.0215,17883.1074,17731.668,17764.7246,17879.8242,17721.9609,17801.2793,17791.6875,17690.9746,17724.5723,17748.3281,17729.6191,17742.2656,17736.2363,17658.123,17716.3145,17828.5664,17748.5566,17769.7754,17723.875,17796.7637,17704.2168,17684.1387,17655.6406,17744.2324,17611.3828,17704.8516,17651.9766,17868.8789,17611.5352,17918.9277,17786.168,17928.8652,17858.5059,17774.7949,17825.2656,17720.4473,17833.5137,17815.4844,17739.9902,17811.4531,17811.3008,17702.2676,17723.8906,17761.459,17780.457,17591.0586,4
17602.4629,17767.6797,17877.9199,17770.1621,17935.4023,17553.0156,17832.7637,17677.3555,17922.6738,17636.0898,17826.1074,17888.6914,17731.1875,17934.6523,17638.0684,17809.8926,17638.2695,17866.3437,17872.6055,17775.1875,17846.1914,17633.4453,17705.8184,17764.7695,17847.1836,17961.873,17669.3906,17718.4805,17787.543,17714.6953,17751,17793.582,17959.1777,17846.541,17745.5605,17884.168,17832.0371,17909.1797,17744.8223,17778.541,17747.6895,17662.4844,17611.75,17739.752,17808.4629,17737.8867,17731.7324,17664.8906,17624.9023,17627.9062,17816.0742,17710.6094,17731.1328,17825.7871,17810.418,17826.3809,17930.5781,17760.5352,17947.7559,17791.8848,17813.6387,17852.7285,17679.2012,17832.9395,17752.5742,17947.1523,17786.8379,17801.4629,17826.3984,17834.5059,17930.3945,17685.9863,17876.8418,17831.6523,17827.1016,17817.709,17743.9668,17787.2168,17808.7031,17758.1758,17639.582,17654.4902,17721.8437,17814.9004,17665.8398,17834.5605,17791.2109,17656.1875,17798.6309,17820.3574,17865.041,17825.2012,17798.1934,17852.0117,17741.5391,17852.8125,17838.8867,17801.043,17653.3848,17818.8887,17815.4531,17669.4082,17796.8047,17736.7852,17856.168,17787.3437,17883.1758,17746.8437,17683.1816,17872.0684,17866.3066,17783.8848,17761.3691,17756.9336,17779.9922,17723.7012,17709.209,17867.0723,17660.1016,17750.6152,17766.9648,17881.5117,17768.9453,17852.6758,17666.0898,17855.6816,17728.3984,17676.4746,4
17782.6758,17728.5957,17711.6797,17799.6992,17814.0664,17808.418,17864.2637,17807.959,17928.1211,17771.0723,17688.1914,17731.2559,17715.8906,17677.709,17796.6797,17836.5645,17872.4844,17785.6875,17704.2559,17732.6934,17665.5684,17704.0527,17731.8574,17641.0234,17753.2871,17698.7715,17774.8496,17760.4746,17735.3789,17645.9375,17751.707,17773.3398,17899.5977,17826.3828,17633.2988,17880.957,17739.8984,17850.5586,17728.9629,17800.1055,17755.8184,17716.6836,17925.0293,17876.8867,17608.584,17653.7988,17881.1543,17729.1387,17764.5332,17776.7988,17700.5898,17749.9004,17759.2832,17848.9375,17720.1641,17780.4297,17840.5098,17864.3926,17802.8555,17775.5352,17792.9824,17644.4941,17804.1094,17682.8359,17662.2012,17930.7578,17707.1016,17705.7363,17776.2891,17726.3223,17804.1094,17707.6016,17719.6523,17778.5332,17710.4102,17803.2969,17717.8047,17742.0059,17852.3516,17722.6914,17658.8516,17676.2051,17827.3203,17791.2695,17725.0801,17708.416,17859.2285,17898.4023,17977.9473,17754.75,17722.7129,17725.4844,17858.0898,17724.6973,17769.1602,17800.2012,17731.8086,17716.168,17826.9395,17708.416,17796.9863,17777.5645,17603.3652,17718.3203,17739.7871,17738.4316,17752.793,17828.3711,17656.1152,17695.1699,17853.1484,17668.0469,17776.627,17798.8008,17592.2051,17790.3145,17643.0488,17753.877,17808.8613,17627.5508,17727.4395,17665.5,17774.9687,17669.0898,17745.9785,17746.4277,17792.7051,17766.1992,4
17774.418,17923.9668,17813.3164,17785.7441,17868.3945,17829.1523,17722.7832,17911.4629,17834.3828,17669.3984,17834.3789,17760.625,17690.3262,17841.8398,17622.4668,17760.0918,17800.7402,17713.3418,17938.8789,17751.2461,17594.2402,17762.6465,17810.9336,17751.7852,17775.6074,17793.7207,17805.5527,17690.4727,17916.0488,17673.3828,17908.1738,17667.6582,17749.8574,17854.4531,17837.2285,17741.9805,17793.6777,17716.7637,17765.9297,17797.9434,17800.2441,17681.9844,17628.8691,17796.3848,17757.0801,17666.8594,17750.3828,17867.7969,17648.8359,17617.5723,17737.2598,17674.998,17767.0918,17695.377,17879.3574,17731.8281,17673.4238,17775.1641,17583.8066,17743.1172,17880.002,17798.0312,17875.7441,17852.0254,17812.0566,17799.002,17711.0176,17724.7383,17691.6074,17759.6738,17799.0078,17731.4121,17749.8926,17765.3262,17866.6699,17615.9395,17963.0957,17816.7363,17802.4805,17747.584,17815.6367,17794.582,17698.8242,17739.3066,17711.9824,17763.9121,17794.3379,17850.4023,17879.4512,17781.4414,17692.0117,17922.082,17822.3496,17753.2949,17696.9453,18021.6484,17922.9082,17720.6484,17753.418,17730.1465,17976.8789,17808.8594,17759.4277,17714.2988,17630.2207,17618.1406,17858.4707,17711.4961,17655.1699,17764.2598,17831.8457,18024.1309,17876.9824,17836.4258,17800.0703,17796.9316,17724.3105,17782.4609,17813.4473,17741.4629,17764.752,17837.4785,17735.5469,17765.6152,17880.1328,17712.4062,17782.8086,17805.1074,4
17674.8477,17698.9844,17793.8672,17656.998,17766.5605,17884.1211,17802.9727,17803.209,17772.8301,17720.1211,17915.9316,17897.1582,17728.123,17712.248,17729.7187,17888.8672,17801.1504,17660.0801,17761.3594,17792.6035,17716.5859,17840.6348,17738.1621,17652.5371,17822.416,17737.5,17634.5742,17930.1035,17780.6523,17915.2012,17767.9512,17796.0625,17782.1191,17699.1855,17700.1816,17749.709,17729.6543,17782.4336,17721.1328,17833.7832,17656.2363,17823.748,17797.4395,17792.4043,17770.7187,17787.4336,17713.0684,17876.1621,17786.1348,17860.9336,17834.2285,17848.0605,17666.3437,17585.5898,17851.1953,17687.4609,17867.9609,17774.4453,17747.6895,17874.9297,17795.0527,17791.8848,17753.3984,17690.3809,17657.4102,17802.1699,17818.918,17791.041,17683.3594,17709.6094,17787.3496,17708.0586,17835.5039,17808.0488,18002.1191,17888.8574,17788.7637,17803.3828,17784.7637,17884.8809,17797.2617,17872.4531,17826.875,17708.4668,17846.5937,17683.0742,17840.1426,17743.9316,17687.2832,17849.2969,17703.0371,17611.1172,17633.1191,17623.7129,17791.6426,17889.9238,17597.3848,17681.8926,17844.3359,17765.1699,17744.0898,17734.3184,17800.7539,17867.498,17647.375,17810.5703,17750.0508,17864.0273,17765.4023,17817.9082,17650.2305,17801.2871,17681.4961,17546.4199,17693.7383,17645.4023,17811.8789,17754.9121,17765.4102,17716.127,17712.25,17746.8437,17741.2773,17730.998,17830.502,17813.5605,17619.9062,17709.6172,4
17733.6895,17775.2812,17618.334,17717.3691,17789.2695,17701.0879,17751.4258,17719.3848,17659.1562,17755.709,17707.4121,17885.4375,17934.8125,17779.3047,17782.6562,17690.0918,17802.5742,17863.8711,17617.3613,17743.8516,17736.8164,17820.9531,17821.168,17707.7207,17770.1992,17778.0215,17833.9629,17637.1777,17554.6855,17739.0781,17753.4512,17778.9902,17656.6152,17768.5059,17689.793,17533.0566,17698.1328,17831.248,17847.8203,17713.8086,17697.0918,17752.5078,17747.6914,17757.1641,17823.125,17707.9453,17647.8437,17752.1035,17726.9453,17815.3301,17915.9395,17866.4785,17722.2676,17698.3105,17705.1504,17829.4668,17773.5527,17850.9102,17751.3828,17778.8574,17876.4668,17756.7441,17818.6992,17838.5625,17776.1094,17861.8223,17756.5566,17774.5488,17879.627,17866.5176,17688.4609,17703.1113,17654.0645,17733.8887,17869.9316,17851.7187,17771.5684,17680.291,17804.6973,17864.3887,17845.8047,17620.5762,17785.7031,17827.9395,17763.2812,17917.6875,17693.7109,17717.0039,17852.0156,17823.2422,17797.0977,17658.6055,17720.4102,17744.9199,17882.9629,17784.793,17727.4023,17885.5859,17858.4687,17805.9824,17624.3574,17759.3711,17717.6621,17747.2617,17750.5215,17783.6914,17861.4648,17795.2344,17733.9531,17808.8359,17899.0977,17743.2891,17657.3477,17647.3359,17770.9492,17770.9609,17662.7949,17666.7461,17672.3828,17598.6738,17829.0312,17877.8867,17765.4707,17711.8457,17935.3145,17927.5156,17657.4062,17734.2168,4
17688.2539,17715.5215,17815.0254,17883.8105,17862.6641,17813.0937,17700.6934,17819.6797,17824.7578,17827.1016,17753.2266,17826.2793,17743.0059,17768.3457,17805.8437,17768.8652,17687.9238,17741.0996,17891.4238,17870.1113,17719.8184,17906.4922,17763.4199,17764.5078,17754.7383,17841.668,17821.3125,17795.1719,17759.4824,17711.2148,17756.9863,17807.2734,17733.1328,17797.1992,17802.6348,17701.6504,17900.4336,17847.5605,17822.627,17846.4023,17658.0078,17715.9902,17701.2832,17695.4961,17798.5215,17744.5176,17696.6543,17800.625,17583.4609,17814.8203,17736.3008,17812.1953,17784.877,17721.1797,17807.1602,17706.4512,17678.9004,17738.0937,17587.0547,17810.3574,17816.127,17750.0859,17885.8086,17765.2695,17793.4551,17770.2285,17807.2129,17755.4414,17848.0781,17772.0078,17662.2793,17854.623,17938.1191,17828.1426,17803.5781,17740.7695,17700.3027,17812.4414,17665.8887,17686.1758,17703.6582,17867.6445,17900.9922,17654.4668,17875.4766,17689.2129,17717.4824,17710.082,17779.957,17725.8301,17771.6426,17822.4551,17795.791,17837.6328,17779.5312,17837.8301,17745.5625,17779.2773,17958.7949,17847.3809,17748.748,17818.3398,17717.7305,17984.2988,17733.9023,17810.918,17811.0176,17843.2637,17760.3223,17875.6348,17669.3164,17734.873,17893.2383,17667.1172,17710.0879,17817.0664,17896.5098,17743.8945,17798.5488,17895.3828,17910.5918,17851.8105,17818.6953,17718.1094,17699.8496,17708.3477,17579.248,17826.5312,4
17745.9609,17923.4453,17671.7227,17700.5996,17826.3184,17898.5957,17691.3379,17696.9551,17776.0645,17631.6289,17757.3477,17699.8203,17862.9609,17772.6621,17735.3105,17613.6855,17720.5898,17665.8281,17761.0625,17789.0645,17731.3945,17813.5723,17888.1602,17727.5078,17703.25,17807.4355,17635.0664,17692.5801,17675.8301,17924.4824,17661.834,17755.4883,17777.2812,17804.2148,17759.627,17744.5078,17740.2637,17725.041,17748.623,17641.3125,17709.0664,17786.4219,17829.1387,17799.4746,17633.7129,17747.707,17854.2734,17700.1094,17750.5371,17686.9355,17880.7187,17888.877,17697.3437,17779.4883,17759.2734,17797.5371,17839.3965,17654.3184,17635.6641,17631.4297,17773.8555,17875.6348,17875.0781,17755.5547,17734.2422,17878.4141,17816.1426,17879.8711,17734.6777,17750.752,17677.6211,17671.7227,17691.7344,17706.957,17878.1738,17794.1289,17785.3398,17757,17814.7832,17957.293,17793.5215,17843.959,17524.5039,17613.1426,17770.8359,17689.4863,17733.502,17721.166,17717.1934,17783.4355,17853.3242,17837.8281,17885.3379,17871.5879,17889.457,17847.4961,17754.9785,17917.7285,17768.7031,17807.6406,17851.6348,17781.918,17789.998,17679.0254,17688.1992,17725.666,17769.9531,17878.0664,17741.2227,17684.3809,17774.3242,17773.0039,17737.793,17882.6621,17816.8184,17754.6523,17727.5937,17763.8984,17721.0332,17756.1133,17581.9277,17816.6348,17730.0801,17713.6855,17726.5977,17753.582,17804.334,17805.7559,4
