s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120,s121,s122,s123,s124,s125,s126,s127,label
24483.7695,7348.3877,25905.3613,31514.6992,18049.1406,2564.7019,32939.5547,26615.0488,32682.4453,13155.0049,32885.6328,27582.998,19134.5254,32812.7227,33346.5938,9481.0059,6708.9863,33983.8867,13336.6484,20053.7012,33577.5391,9875.5938,19997.9082,33169.6172,17784.5879,16155.6201,33147.5039,26156.3184,12970.9355,33279.2305,33074.1797,13177.291,33030.9727,28275.3027,33674.1094,7385.3672,33246.9688,30025.916,17205.2246,33365.7852,17351.8418,31096.3672,23217.668,34007.3164,32877.0547,28771.5605,5502.978,33073.4375,13901.7646,20765.5762,17950.7891,13976.2256,27835.8164,9609.2168,15709.7217,33036.1133,18565.3594,30774.1074,12449.457,11815.2969,29974.291,10556.1299,32912.5078,20613.0664,4616.0659,32883.2188,33202.8086,14598.9688,12360.4229,9628.7852,25558.0039,2185.2048,20593.1973,8411.6426,24494.6953,24477.2402,32917.8398,32955.5,28728.8809,17015.1582,9685.6221,14407.6396,3679.9434,17554.6641,17587.0078,20479.4453,33202.6484,13560.2275,28184.7285,2705.6887,2119.0715,3601.5374,11838.9102,26884.1387,26441.4863,32925.6602,5281.4575,21629.9414,9960.8984,32818.7305,11740.2568,6726.9546,14203.0947,22557.9023,16890.6445,16496.3066,18585.0566,25634.5293,20586.4043,17085.1289,3058.0125,17750.793,32735.6895,22518.1992,26624.8789,32816.1406,20668.3066,5110.5977,9979.0264,3158.3718,10628.2617,7151.7515,19110.8672,1791.1516,16592.0547,13596.9297,17669.5898,6572.4956,1
17933.248,8425.2578,29605.8281,4551.0264,25971.1016,29349.8945,32793.1055,22409.6621,31585.1777,19383.3613,20078.7578,1457.9547,6973.7954,18917.1484,11732.7559,33214.3828,32093.9863,10732.4443,6435.7065,15085.4131,32902.8633,14038.749,33891.5352,33035.7891,9750.0215,32116.5234,12016.9492,32856.9492,9562.543,37260.0547,21262.4961,26162.0391,35431.1484,27454.7344,35863.7617,13557.3184,36348.3477,14752.7383,18526.7012,35748.2695,8417.4678,36635.582,19934.1133,11105.3291,34939.2852,33678.6016,35634.6367,18353.2988,6336.5288,35942.6055,16421.6211,33665.0664,12565.0977,11329.5879,34054.4922,9669.3213,22585.8809,7572.186,5636.5806,32851.3398,12171.7695,16334.9014,26261.0684,8409.6982,34776.5859,29106.6934,35146.9297,10222.9492,21700.9863,33809.2109,11053.501,30669.5625,15656.8545,12238.1582,33062.7852,13681.3271,13038.1807,33995.2656,34408.0117,34885.4297,17332.9668,15408.499,33609.0781,21034.9238,32058.8906,7617.249,35383.9922,33136.5625,7386.1548,16087.1299,32881.0234,12791.9248,33581.3945,6046.2354,7917.8682,25107.0234,33435.0039,33122.0039,32330.0527,11849.7188,34809.8203,28989.8457,16197.9902,26844.2617,34251.0898,33994.293,21349.6582,24469.4531,33082.1016,27317.9668,7288.8506,34433.4883,9999.6748,9580.5674,33809.8555,33299.9414,32823.3711,32186.0508,22931.9316,33113.2148,29340.6504,33440.9727,33804.0742,34306.4766,33761.6016,33833.875,18634.1738,16224.3242,1
7623.6147,35186.2656,33371.2188,33833.5547,21498.8965,28498.9961,28690.7363,4194.8579,6421.5762,7451.4687,33256.8555,33447,33198.4805,34359.375,15262.5303,34513.7969,21578.6758,32977.875,34346.8438,34908.4023,6757.2739,33471.5898,34508.6719,33524.8984,35390.6875,28891.6211,16122.667,34090.9766,9299.0322,16650.9062,33578.0898,3316.8779,11609.8018,28541.3516,15902.1396,14191.6406,34236.5313,33114.0469,11499.1289,18797.7949,18603.1992,16691.3711,21889.1738,21433.2871,17242.7324,31896.3086,15654.8945,25630.7695,28158.5801,32784.2695,4021.0347,33054.1172,32940.2813,19410.9199,33068.1016,20300.9102,11870.5107,11782.6309,29730.2871,10175.2402,5696.292,33466.4766,32502.7285,7220.1074,33402.4531,32789.418,20368.7891,22553.2227,26033.7539,21916.0332,27927.6152,32851.2383,4624.4048,33218.8438,33137.2891,8946.5791,9707.7451,5728.6592,10890.8984,7455.8252,24478.8457,26192.3691,28872.5977,33583.9648,32783.9805,7227.4873,23971.6777,33034.4883,15658.4727,33146.6328,33051.2031,8145.3389,10301.0645,12485.4023,27087.8496,10197.2588,13950.6104,32867.8281,5483.8364,3991.2925,33047.875,20476.6953,21610.3809,32889.8398,32227.1309,17088.4082,33724.9336,7638.9834,33188.7461,33040.4063,9429.6035,13811.2559,33018.2266,19624.498,4953.6475,22013.2617,31636.2305,14195.7129,22681.8008,32781.9023,17710.1582,29018.6602,33560.2773,23292.8945,8955.3281,32989.6719,25751.8945,25230.8281,1
19899.3359,32887.875,7223.9448,15586.6582,32923.4922,8822.627,34059.9063,32939.3945,19913.1406,14492.666,32769.6445,19374.2793,12403.0176,33030.875,11747.8057,19033.3125,32830.582,23063.3887,30186.7383,32915.2734,13535.1641,15187.5215,32885.0195,18264.4785,15655.584,25436.5059,34122.2148,28300.7969,32856.3633,33561.2461,22347.7422,33101.2266,34288.5391,33748.7852,32029.1094,34335.125,34021.4297,31789.3867,5669.4141,33856.8594,24218.4062,16482.0996,8298.8457,14146.7705,26543.2461,9919.3271,22850.9414,17653.1465,27320.5801,25502.4219,32808,11118.1035,33167.7773,33524.2188,10255.4014,6353.4971,23626.3574,17688.1289,11273.5771,31924.5137,32902.375,15417.0654,33839.6133,10690.5293,11706.7676,2565.1387,30495.4727,32897.7539,13624.0029,10411.1484,17415.3164,33171.0586,33057.5547,24443.4102,33185.8086,8898.2402,32997.2344,34696.5586,8745.917,8990.4141,33067,6001.2798,20822.1328,10958.3496,33622.0977,9060.9209,10942.9619,27195.2266,34128.543,34003.2188,21011.9121,32827.0898,11646.418,5186.228,34135.2266,9601.082,15803.7686,33875.8867,33158.4023,11054.9248,33018.9844,3457.354,28328.7676,34356.3906,10780.1191,17187.752,10332.4131,33798.4297,28462.7051,33491.2227,32234.8066,5778.8955,22980.834,23456.0586,20907.0059,26319.6836,33145.8516,25660.248,29474.7441,20183.8379,6958.6689,16582.7266,3304.1501,33065.8711,32946.3203,27350.416,25610.9004,8068.9243,1
23218.3574,33181.9297,6270.1655,12113.8818,25707.9785,16288.4199,25835.9375,13571.9365,33446.5508,9759.6914,18402.377,32776.6914,2775.4495,20600.4473,25812.9902,8823.9063,18525.7969,32928.0625,17196.4922,13326.793,19134.1934,4313.4375,30416.543,8159.1392,22515.168,32812.6992,5127.5117,20474.416,14876.5605,5652.978,33246.1953,21917.1992,25992.1875,30334.8066,10039.3135,11882.123,25570.1035,29331.4844,15660.8564,21135.8828,20993.0137,17739.8457,20503.0898,33014.418,5616.332,28609.3379,32379.7363,32366.502,25741.4004,32826.7578,5410.8291,30203.9844,24218.2891,10813.959,12325.3867,32975.7773,12276.0586,7403.9331,16606.6641,18758.207,18529.6504,2441.2522,31349.9219,26602.7656,2769.9299,25586.5273,4401.5522,27278.5,32796.8281,6101.478,20879.3223,11852.3428,3660.9705,29400.0195,18187.2773,16614.0566,24083.6953,9072.2207,5939.709,32855.6563,21554.3359,11905.2754,15257.3428,9476.6582,20746.4316,32025.1035,12459.5264,17750.0664,18243.4687,14016.1113,15428.8105,11315.6211,17798.0312,23228.1074,19999.3926,17000.9199,14221.1621,13958.9092,21598.9629,25315.6523,20395.7148,13133.1895,13996.3955,15278.917,23717.793,24486.0527,21240.3262,12568.6963,11162.8525,13603.4287,20237.7266,21197.7852,19712.873,17447.334,17091.2344,19591.1172,17298.2441,19500.0508,19882.8379,14321.3887,18686.5,19641.7031,19267.748,18236.3105,14161.3184,19298.2852,19873.0859,20398.584,1
19195.6152,12988.3184,14097.7441,16907.7656,20047.8398,20618.3223,16694.2773,15857.9014,14872.8203,21049.2109,22770.7598,20278.5137,10550.3232,12261.7197,18931.125,24338.4277,23752.8496,14945.3857,12435.1211,10764.3096,20072.7734,26320.75,24069.4512,19312.3281,9569.8018,11462.1221,13441.1455,21239.8281,26196.1914,17817.498,23227.2773,22922.3848,17882.5371,18721.043,15588.1396,16691.043,17560.6562,14403.7109,17113.1816,13083.4326,16146.6885,24192.8047,15053.9961,24256.2656,18390.584,21070.6309,20912.5664,13991.7266,22416.8867,18964.5977,13691.9648,23085.377,12451.7734,12418.4893,21459,8156.1855,15386.1572,17817.4883,17547.2422,12425.8018,20940.0156,18746.4004,13302.292,20127.2871,12406.874,15331.6875,20441.1992,10777.2803,15877.7949,17444.7012,15122.1299,13913.0107,23473.4395,9395.7637,17459.9805,21784.5059,7892.8564,20649.2402,20047.7461,12014.8125,16996.75,17587.2402,18575.4805,11737.5469,17787.1992,18640.1875,11586.7275,24619.8418,13117.6152,18268.7422,20831.8633,13126.3047,19597.0039,14309.5352,19580.75,16699.3828,19370.2637,21949.5723,11045.9443,28744.7344,14823.5518,19377.8242,19080.3047,22436.2598,20839.5566,12816.2129,20107.4687,25560.2949,12940.2139,25642.6816,13115.4102,21423.7383,22837.4609,16298.9209,10658.3252,21142.5352,12338.8555,22472.2051,15805.4219,17623.041,24131.0703,11511.4248,25796.8691,17469.752,16061.6475,21947.7109,17840.4043,23956.3086,1
27984.7598,11034.2314,13307.4238,28695.5156,14480.8184,17835.125,24337.9492,8428.3389,21803.8984,14457.7402,14617.3457,32417.3574,11385.1465,7808.5132,13719.1729,24141.5137,6368.8403,32535.7637,14721.6055,12965.4463,29732.0664,4108.7808,14600.0068,32780.043,12988.5088,7622.3638,31895.2812,5957.4761,23145.4316,24903.8711,8628.1572,25713.3535,17612.8223,2617.4949,24885.3203,31853.9004,9532.1943,22484.9473,17424.6191,7137.5815,31503.0645,11896.0166,3346.4153,20440.0996,31799.1758,8925.1367,8723.2676,32370.8574,6372.3203,22995.2422,28151.7246,2296.2368,23255.8437,25469.9121,3835.2324,16484.2148,32663.6152,11722.5625,14644.2314,29769.877,3664.5437,27371.5742,27988.2871,2887.4043,23928.6035,30576.9238,5851.4492,14305.8643,31413.5,4038.9028,8032.6416,32773.5977,19610.8652,3360.3618,32794.4766,23566.5703,3423.8716,18169.4297,27189.4687,3998.0916,32799.4258,19478.0469,6007.7949,32783.5664,17747.6367,4836.3721,22928.209,28114.0156,10500.4795,17735.9629,32838.2773,9976.2988,30767.248,31606.6621,6073.8203,26786.7129,26689.3555,24664.5742,9788.209,25112.5117,23941.0527,9226.6494,32772.4141,19330.7637,2514.4797,32590.0898,24079.0918,3652.3877,19145.1465,30140.2168,7235.646,32772.0586,26891.0605,10240.6709,32771.4844,20834.9277,2737.8591,24421.4062,28493.2461,7857.1689,20475.082,32762.6016,13722.8115,32781.1914,29450.541,9497.2949,5952.3398,29180.1484,1
32936.9414,7226.314,10472.9609,31025.3145,26861.0371,2587.9382,32816.1992,25211.2012,6784.8457,27662.8184,24148.2383,5027.3506,32973.7617,14994.6309,5545.5537,32804.1211,2788.2554,13356.002,32876.2031,7773.5859,9042.7305,32987.5586,3996.5386,21164.0508,32825.6641,4783.3262,29969.3848,21479.1895,3801.2166,3142.791,32932.9219,10775.1563,6665.0059,32947.8008,2794.7522,17998.6211,32816.2813,3771.739,29463.7344,31799.3457,5236.2949,21612.2227,26022.9961,5125.2178,32941.7813,16519.7363,7003.0039,32800.6445,2036.6561,12506.668,32842.2617,6234.6978,11161.0078,32809.0469,5108.9521,23933.2559,32867.0625,10458.9082,11292.1748,32814.3438,5104.0674,8526.2412,32773.0625,7015.4004,17602.6797,32862.8477,5670.2407,24807.7734,22755.1504,5128.2588,32805.9844,17054.8125,3410.886,32841.7383,13156.8506,6781.1694,32862.2891,3214.9351,18399.4766,30091.6328,2203.0308,32802.9258,28427.4336,6120.502,26454.834,32836.0469,4429.6616,18143.6641,32848.0898,3021.6394,30274.8496,15054.7588,2708.1418,30952.502,24054.2559,4264.9922,32911.5313,8881.4971,12166.6992,32823.3633,3196.6182,24000.1797,24001.0566,2527.7659,23351.4863,32267.4102,5571.8291,29750.9062,18245.8008,4465.4565,32370.0273,8701.7041,2533.1719,31278.9922,29361.5039,4485.9585,22933.2461,21542.6348,4053.3779,32864.3789,13217.1123,9067.0752,32802.3242,1871.098,21177.748,32777.3398,3500.7222,13088.8076,1
31002.0117,4750.2573,23832.1816,24215.4395,4345.9902,32796.3945,22238.9687,3921.4568,25480.1797,18371.6465,6560.8843,32905.2227,10549.8535,9855.1846,32795.3086,1872.0085,2832.0168,24898.7734,32862.9219,6398.8823,27719.7812,19027.6699,3776.1418,32568.7305,11771.4043,11498.7197,32804.8125,10364.5771,4016.7827,32827.1289,12990.0273,10150.6953,32906.6641,2934.5527,16054.1709,32824.7148,2220.0325,26171.834,32495.4609,3430.6057,14472.9688,29077.373,5205.4878,30370.625,32792.25,10125.2178,13922.042,32797.0938,7803.1514,5938.4629,32812.3711,12994.8398,10187.6816,32889.6445,2590.2153,18015.4043,32824.582,3209.613,26239.3867,32775.0859,3500.5874,13344.3125,32160.5195,4688.751,29021.0605,29034.4746,3088.8523,30472.8535,17038.3145,2987.427,26686.7422,32512.7031,15385.2119,7393.6167,32975.8516,6077.7114,11675.0527,32822.0352,1755.6947,19191.3496,32784.8086,7916.3125,9514.9326,32883.3828,4601.9058,21533.2109,32911.2305,2813.9111,23084.3184,26414.2051,3019.5178,18997.5801,32785.8594,7255.7861,19195.5625,30202.7773,7357.6147,28884.916,25271.3691,2638.3904,8146.9395,32868.9492,18354.5684,4758.1929,33032.4883,8364.9609,8254.5352,32898.4492,3285.6755,15160.0371,32826.4805,2825.5464,8711.2813,32798.1055,7682.7671,13348.8662,32901.6758,5519.168,19370.1582,32868.6563,4855.9834,31547.041,32805.7539,6281.5312,18519.0176,30112.8027,6368.1772,5522.2881,1
21960.7109,3357.8684,32828.5234,17092.043,5082.7598,32478.0527,15266.5752,4542.4819,23339.4551,33009.1055,3982.0356,32002.4961,16542.877,4722.8638,31794.9883,27974.5156,4249.7153,32899.8867,11837.0547,6981.7065,32829.0781,7240.1074,14635.2041,32804.5547,2224.6763,12181.6055,32786.8945,8393.8271,18283.8262,30558.3672,4968.5879,23268.5801,23985.4746,3839.5083,14011.498,32777.5938,10091.3164,8209.0664,32589.7773,4974.0786,22402.6543,32726.1543,2767.3208,28758.2051,16914.6426,2859.2839,27114.082,31016.791,6134.1616,30109.9922,14559.8008,5624.7183,32788.3828,11683.4902,11259.7773,32811.1641,5425.4307,6251.688,32770.457,10436.9053,14074.4883,32838.0117,23985.6816,4069.394,32817.0117,6159.4868,4701.6475,32818.6797,20353.4902,2968.3369,32911.6016,7146.2495,12380.5703,32911.8125,1620.6764,19857.4258,31461.8418,4901.8281,17908.8555,32827.7578,5333.1265,21764.4609,26451.2285,6125.0083,27500.1426,23793.5801,2943.8179,32829.4258,17419.3887,5476.9829,9014.7061,32790.1328,4503.3853,24443.8691,32528.5508,3561.9905,31667.3027,17080.9766,3819.2209,28731.6797,30106.5273,4712.7505,31162.8789,14135.0576,6325.8984,32799.6094,10324.1367,13168.46,32792.7773,4737.8477,9290.2344,32773.4102,10658.5596,16156.0557,30825.2227,3730.4219,18754.7051,28640.8848,6496.6748,8453.6846,32781.1992,18792.7773,5782.1392,32808.1719,7692.3164,15061.4473,32861.8672,6033.9346,1
10978.7646,4243.7812,31658.8047,13079.2793,10676.6416,32976.8867,5850.5044,11550.5654,32874.5352,2202.9326,14704.2207,32793.043,13658.8877,6411.6318,32866.0391,6609.6826,16600.1328,32923.4023,3453.1238,15671.9414,32852.2305,29645.2461,3328.4951,14348.6611,31542.6953,5294.4561,29941.6855,27144.0898,4846.5312,27655.0508,25143.6484,2767.127,17058.082,32772.4141,5398.5923,20103.5234,29731.9805,5129.0732,23713.3516,32905.9609,6717.7065,25349.7891,32798.375,5713.48,10625.9834,32811.9453,4608.8159,23336.4004,32538.1602,25710.4121,4658.0444,32794.2773,27666.8437,3195.9023,16379.7822,30749.3301,5218.5303,30921.1777,25362.4414,4834.4565,27201.9492,28759.1914,3317.2615,12308.415,32769.3164,7481.1816,16493.7539,32690.7891,3145.4983,17567.9531,32955.3555,4885.4839,13705.0752,32849.8984,17601.3457,7530.1274,31143.959,28886.9727,3205.4802,21699.1914,32947.1211,4388.4976,12027.6094,32851.4883,19206.6992,8278.4971,27414.9297,12241.1543,8614.7217,32855.8828,11183.627,4387.0557,31236.582,28725.127,3189.3347,18135.3574,23810.8281,9528.5635,28884.5723,26770.3965,7142.7871,20890.8535,32902.0977,17097.5488,2832.6243,14607.8672,22163.5859,10606.6699,14749.79,32894.8398,6289.6357,4121.0117,26800.9824,31526.2988,8881.5293,17446.707,17277.623,11548.4395,20899.2285,32933.8242,3529.3921,3704.6953,23500.543,32039.5586,15818.4258,17908.748,10306.165,10714.4268,1
18360.9609,29638.2871,32799.7461,21517.5488,14355.9824,3296.7451,9106.9717,21137.3457,32154.4082,25264.6328,21597.4824,15221.6318,6449.6484,11486.3818,12735.1514,23799.6992,29255.3125,23112.2578,18199.9512,14269.6846,13213.4316,8116.4585,16562.7559,18690.8809,14345.8584,15582.3682,23755.9316,22751.2617,24695.9492,22052.4277,15719.4609,13595.4004,9114.4902,13606.0566,15326.709,22310.8789,20844.4316,23225.3906,23958.666,20733.3477,16575.5645,12025.4834,13504.0986,10044.5176,18194.3301,15108.665,20605.6328,22715.498,23773.7871,22858.082,20225.7246,22560.9746,22185.1133,20964.7402,19385.5371,18862.8711,13534.5205,15197.668,10616.4258,16094.3867,12099.8164,20159.9531,15510.7422,20457.6133,21830.6016,23378.0137,23302.9883,21342.5117,18257.793,16292.1377,17503.7402,14834.2871,16614.7363,11268.8896,15315.3711,12137.9805,17798.2656,14850.2549,20599.3027,12731.6934,15702.9141,11311.5732,16835.3047,15041.9941,20001.9883,17230.4883,20300.2266,17773.5156,20493.6172,22713.4316,22638.7637,22887.1973,20201.709,20012.2344,18144.3828,19799.6113,19291.7363,19772.0078,16621.168,15795.3047,14403.8252,15908.0176,13608.085,17413.3105,12553.5859,15485.4434,11573.0977,18610.5684,16429.5,17415.3496,15101.0049,18753.9141,15311.1592,17403.9219,12661.2539,16252.293,13743.0615,17179.9512,12250.1553,17797.8789,11936.0674,16238.7314,11177.1328,18151.0605,13444.2383,17554.8594,11250.834,18194.3086,1
13088.374,17716.7207,14867.0195,17031.2969,14022.9648,18443.623,21147.3887,22017.002,20395.0039,20064.9395,20664.9004,18557.2949,19489.9414,16882.457,19677.5762,18136.0391,20094.625,16133.0098,18835.7656,13709.3838,18287.8828,12642.252,17148.8516,13467.5732,18604.1543,13260.4316,17837.3008,12589.7334,17717.4727,14365.5088,17961.2461,15087.9932,19263.9551,16305.7295,17152.3789,20483.7578,15950.1172,19636.1836,17030.709,18897.502,13777.4082,20276.0566,9763.667,16286.3223,12541.7158,19767.3789,10757.7109,22238.1621,9521.3389,24025.4082,15254.3213,17726.2305,16524.5078,19393.1621,16226.0527,27483.6582,14090.624,21088.0176,28095.0664,24353.8203,21546.6465,15906.3467,24788.8008,17730.6953,32780.1836,3824.3452,6870.9077,12608.2021,16777.043,20442.209,7106.8306,15681.6904,32882.793,22803.082,6479.8975,9573.6768,9837.4434,11625.4883,5463.4961,14323.5908,32911.0273,32794.7578,10119.4805,10140.4326,6299.4375,3518.2383,10687.04,13423.5293,32829.1016,32934.3633,32979.5391,28823.5859,14684.3535,10851.2539,18454.1113,13064.7988,14756.1289,32912.8398,32779.668,19857.7637,7891.7861,3509.6074,12565.2529,10001.9609,32838.5586,32792.7773,12896.6006,9876.1523,4548.6963,20187.8262,19761.9844,7748.5464,32773.8047,7275.7285,11205.4297,4530.6724,31053.7598,13381.6104,31110.4355,19522.7109,32500.9863,10780.1455,9026.1182,3157.2039,33463.2852,32943.7422,22086.8613,14526.166,1
3923.4331,4870.3608,32780.5352,32898.7266,3589.5715,12000.9951,12217.041,22299.9375,8580.3398,32873.3672,3961.8926,11615.3369,32775,33072.6953,5262.6577,3582.877,16425.6895,5421.2632,32767.0449,13982.7285,13227.1318,16202.5703,32832.3047,33199.6836,9175.6914,30603.3809,19832.4531,2813.1748,32780.457,32998.0859,6285.2222,11474.9844,17521.5918,25339.5508,16886.832,25548.6133,3577.322,25189.5879,32902.2461,4083.6768,11099.5361,10864.0967,15736.5117,6763.0161,25882.793,5220.8413,25777.8906,32998.1289,1495.9625,6605.6665,14569.1387,19521.6094,16834.3789,32813.2578,7582.3491,4462.7397,32878.7656,27899.1133,1393.5624,5774.7671,9009.3154,7482.5493,27677.7012,4070.4536,18571.6211,33047.4961,2737.6165,4313.3301,23944.9277,20561.2402,32917.4961,16335.3271,8958.209,32847.9102,21589.3223,4442.187,29788.5156,22508.0156,19060.5332,25068.8867,7881.3247,8098.3564,32817.0859,23620.3477,3686.7871,31669.7285,14388.9902,17147.6133,17355.3594,7005.6768,29178.3633,15069.2451,9851.79,29821.1367,15787.9248,12729.1152,25806.502,14445.1172,29179.6094,32828.9297,6615.0386,32792.8672,19157.8242,5655.3877,28422.6719,16812.7598,18344.6094,18465.2461,11581.8262,8144.54,20381.4336,2778.2009,22390.541,25099.0703,14026.2197,19059.416,9407.7705,29441.2832,33005.1641,2870.7991,14233.8799,19224.6016,12606.7891,32708.1621,22753.0059,15252.7598,9851.458,7020.8433,1
2742.3406,8310.7871,21730.0996,19004.7539,32868.3359,9271.6406,17166.9883,28386.7012,19751.1836,23701.1348,31739.5684,20315.9727,16972.9082,7354.8154,8312.4834,32936.2813,30440.6035,6899.5005,9271.5938,17927.4043,31124.7031,20836.9844,22766.8418,18566.9258,16340.0566,32271.9785,32944.5,4953.2856,6830.6348,11502.1914,22886.8418,23622.4219,21680.5781,33102.9609,13995.5537,8132.231,14104.1748,32864.7656,25336.6973,15182.4844,12967.8379,15703.3311,8724.5479,23212.9922,33007.125,3802.4202,4212.7368,25925.9434,29160.2559,23377.1172,16704.5234,15702.1035,7418.7847,6959.6665,32923.0234,18626.7285,9573.9961,15161.8125,26767.0664,29412.9766,17304.9258,19265.7617,12489.1465,10664.4131,9237.791,32962.4336,31637.0742,15111.2969,3821.9954,11407.1318,21226.8066,13576.1318,32823.4453,20899.6152,18532.8672,19160.2578,32891.0898,24385.7012,12759.3359,10767.6885,15760.6836,8822.4277,26051.9062,33012.1875,4527.5088,6199.1108,26099.6484,29378.8184,27376.3359,15012.4092,14554.041,33036.0586,12650.0029,4981.8022,33144.9492,28013.8887,10940.5449,2804.7644,11522.9736,22461.1152,18451.0312,32845.6367,19108.2207,23305.5312,19859.873,32924.8203,26678.5176,16946.8711,8442.0215,9341.9092,11405.8916,22016.9941,33043.7695,6455.6206,13953.2393,17303.8926,27060.3105,32970.7891,21433.8516,24008.7617,32903.2461,2217.1189,19694.5957,32881.2461,32902.8164,22502.8242,10060.9697,5708.5117,1
32213.7363,32949.3359,25209.5859,16525.2461,3726.2378,6251.2554,15534.4932,22638.5039,33142.4922,6609.7769,16120.4707,14027.0918,22287.7637,32856.3672,28534.5566,25965.5078,32805.0039,17192.9883,22474.1094,12616.1074,32943.2539,31512.9004,28244.9258,9443.3984,4825.0776,9335.6553,5143.126,32999.8789,32866.7266,8292.2637,4698.2974,10239.502,21851.9551,32978.4766,21418.791,32807.8594,5078.1318,14008.5488,32812.75,32951.0039,22053.7539,18608.4961,26885.7637,11682.5645,16440.4766,15716.6885,22849.9141,33187.0313,23295.918,9685.3711,5409.8384,5443.1787,19565.3828,24597.8887,32746.9453,32962.6602,12393.7334,6545.2417,25206.0957,25982.2656,32846.0547,24898.8086,9193.5234,15420.6982,13406.9893,26549.9941,33177.6367,21190.9121,10518.8965,30193.2109,12403.4834,5913.1338,11378.2412,5541.5015,32826.6836,33053.3633,4678.1792,7310.7769,6283.9336,12198.5,27820.8457,25829.4824,32128.8516,24959.1035,17467.9629,9211.4688,32637.4043,25782.2949,30517.2363,20314.3047,8007.8184,14769.5029,9332.8711,30954.1875,33131.0195,17840.7344,9607.9375,28657.5898,12843.0391,6578.0483,14426.9736,5925.0059,32782.0195,33076.5703,7680.9028,9949.1973,9701.0557,8356.2686,21773.1387,24407.541,29981.0605,32926.2148,7965.334,4946.9556,23440.7578,19937.1094,27105.625,29783.7988,14620.1748,22925.2129,7042.9321,8316.9609,32855.7773,30422.3809,17632.3789,26003.5996,28915.4629,14062.4639,1
20265.6191,6360.8564,11701.9307,21090.084,12329.6904,32967.0156,18893.4355,3589.8901,17852.1367,11895.9727,9307.1631,24140.2031,24125.4043,25948.3359,32992.2813,7306.8833,8456.0752,23705.6719,12731.4756,18885.1621,31939.8516,20357.0742,27736.3066,33088.5313,7098.9307,4391.1001,19126.2422,12849.2041,11916.7588,26283.0547,22620.7578,29611.168,27473.2793,9270.4199,12115.9707,25161.9707,11683.6982,19762.1523,32835.375,18103.8867,28594.8711,7770.6577,7120.2808,23755.4707,25612.2578,15661.7285,26079.1914,27972.918,12546.8809,23539.6543,5580.5679,7836.7187,11100.0654,25214.7559,10088.8672,17811.5918,31400.4551,20933.6211,28539.1895,14689.6738,8983.1611,20541.7891,25621.1484,10929.7813,23363.4922,32521.4648,15550.6016,26155.834,2201.4795,4480.4482,30810.5645,23125.8281,11428.0781,30502.9141,26255.7383,11342.4248,22824.957,4943.9272,8073.563,14439.0029,25208.5664,7450.0117,15757.3203,30662.2617,22197.5391,29078.707,18579.0566,8828.1543,18437.0098,25898.1367,8158.2383,20394.2051,32065.1582,19532.0098,28406.7227,10801.791,7399.2563,24560.8281,24430.9648,7913.1304,25426.6035,32157.8652,15787.4121,26537.1172,4337.9829,4912.3696,8256.6299,23916.0195,12124.1416,6962.1021,23008.6582,24168.752,24373.8926,33032.9375,4260.2534,11383.624,24341.0254,9095.3613,9014.4141,25048.0195,24920.4902,26181.0293,32960.375,5211.3105,11587.2266,25612.4141,7427.6318,11408.1699,1
